"ObjectID","GlobalID","SampleDateTime","SampleLocationAccuracy","Gear","PointId","GearPointId","Sector","DissolvedOxygen_mgL","Conductivity_umhosCm","Salinity_ppt","TDS_mgL","pH","Turbidity_NTU","Temperature_F","Notes","CreationDate","Creator","EditDate","Editor","SecchiDepth_m","Precipitation","CloudCover","X","Y"
74,"e7928311-940a-4c7d-8a2d-4156c3abc309",2023-12-13 10:54:00,"4","CrabTrap","O4","CrabTrapO4","1",9.96,2685,1.81,2232,7.44,11,56.5,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4489240795772,30.2995589247749
75,"8d531ca0-09f9-43d6-a53c-8b1b45db1649",2023-12-13 11:48:00,"4","CrabTrap","T3","CrabTrapT3","1",92.9,4056,2.84,3412,7.38,26.46,55.6,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4092190719206,30.2850624643185
76,"c6407f8c-10dd-4480-ab13-dcf7bef87b2d",2023-12-13 11:56:00,"4","CrabTrap","S3","CrabTrapS3","1",9.67,3916,2.72,3275,7.39,15.61,56.2,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4161658484578,30.2893778346874
77,"d214540e-082d-4e28-962e-ee9f9e16054f",2023-12-13 12:08:00,"4","CrabTrap","Q3","CrabTrapQ3","1",10.1,2487,1.7,2098,7.48,10.7,56.1,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4305055464099,30.298023717576
78,"ccf7e24e-4607-4e87-9504-2b0975a1edd0",2023-12-13 12:16:00,"4","CrabTrap","O1","CrabTrapO1","1",10.25,1792,1.18,1487,7.55,9.16,56.6,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4360603394096,30.3209082377955
79,"b1fce344-6759-4e08-a1a1-4924a52b1e1e",2023-12-13 12:25:00,"4","CrabTrap","N1","CrabTrapN1","1",9.81,1877,1.24,1553,7.42,8.63,56.8,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4432167417658,30.3252122980577
80,"44356255-5904-4581-b04b-65846f792a1d",2023-12-13 12:33:00,"4","CrabTrap","I2","CrabTrapI2","6",10.75,2028,1.35,1686,7.72,9.71,56.3,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4830921388286,30.3397193942127
81,"71958a17-d075-49eb-9336-0119d16b39c9",2023-12-13 12:37:00,"4","CrabTrap","H3","CrabTrapH3","6",10.64,1974,1.31,1641,7.82,9.5,56.5,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4946869839339,30.3368338840096
82,"a00854ce-4c11-4415-af2b-1fc250e6f3d9",2023-12-13 12:42:00,"4","CrabTrap","I4","CrabTrapI4","6",10.63,2094,1.4,1748,7.78,7.74,56.2,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4920426616954,30.3253840265286
83,"32fc8653-64ab-454c-b91d-4e325215d907",2023-12-13 12:52:00,"4","CrabTrap","K4","CrabTrapK4","6",10.43,2232,1.5,1860,7.73,7.26,56.2,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4773856097177,30.3168193949911
84,"458e3162-dc85-4f12-a292-7303210f0215",2023-12-13 12:56:00,"4","CrabTrap","L5","CrabTrapL5","6",10.75,2197,1.48,1838,7.97,6.37,55.9,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4746164301909,30.3052900113145
85,"754c38ea-1742-4550-90be-749482a71728",2023-12-13 13:04:00,"4","CrabTrap","I6","CrabTrapI6","6",10.77,2394,1.62,2003,7.81,5.21,56,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.5004162605472,30.3112325701573
86,"0be27942-bd7c-4449-bea5-fb0d259d28ca",2023-12-13 13:09:00,"4","CrabTrap","G5","CrabTrapG5","6",10.04,1936,1.28,1606,7.46,18.18,58.5,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.5102782778834,30.326466141742
87,"6ed9b318-54ae-4cf5-b5ff-3a2125cb2faf",2023-12-13 13:19:00,"4","CrabTrap","E10","CrabTrapE10","6",10,1742,1.15,1448,7.37,22.96,55.9,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.5458087495785,30.2999963813677
88,"1cc26cec-db68-408b-9c17-3b97722de063",2023-12-13 13:24:00,"4","CrabTrap","F10","CrabTrapF10","6",10.71,2209,1.48,1836,7.87,9.51,56.5,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.5392045844673,30.2955344349469
89,"42fa1597-3fcb-433e-83ee-84190225a7ce",2023-12-13 13:37:00,"4","CrabTrap","K7","CrabTrapK7","6",10.71,2307,1.55,1925,7.78,4.7,56.2,NA,2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",2023-12-18 12:55:33.114,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4903825301431,30.2953113006995
90,"b6ae515b-cb76-43c2-9248-9a43343f28fa",2023-12-13 02:21:00,NA,"CrabTrap","S7","CrabTrapS7","1",9.47,1684,1.12,1413,7.39,7.22,55.8,NA,2023-12-18 13:16:42.342,"wray.gabel_lmmp_selu",2023-12-18 13:16:42.342,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4333628598,30.2609667009
91,"3626bb33-23ea-4078-b9ad-8445faca7506",2023-12-13 02:27:00,NA,"CrabTrap","S8","CrabTrapS8","1",9.46,1727,1.15,1453,7.4,4.88,55.6,NA,2023-12-18 13:16:42.342,"wray.gabel_lmmp_selu",2023-12-18 13:16:42.342,"wray.gabel_lmmp_selu",NA,NA,NA,-90.4376723992,30.2538476572
92,"20b35609-4243-4dc6-adc7-1ce5f2e16849",2024-02-20 09:33:00,"4","OtterTrawl","S7","OtterTrawlS7","1",9.75,608,0.39,520,7.33,16.45,54.8,NA,2024-02-20 12:09:00.351,"GeneralUser.lmmp",2024-02-20 12:09:00.351,"GeneralUser.lmmp",NA,"No","0",-90.4356675964376,30.2617758267238
93,"a4a6b516-df4b-40bc-a173-851798036c06",2024-02-20 10:14:00,"6","OtterTrawl","P8","OtterTrawlP8","1",9.79,550,0.27,357,7.53,15.77,54.9,NA,2024-02-20 12:09:01.076,"GeneralUser.lmmp",2024-02-20 12:09:01.076,"GeneralUser.lmmp",NA,"No","0",-90.4603833877262,30.2679197391371
94,"102a0343-1275-414d-b303-27eb1f293e09",2024-02-21 09:43:00,"3","OtterTrawl","S5","OtterTrawlS5","1",9.43,520,0.32,423,7.55,19.72,57.9,NA,2024-02-21 16:01:14.995,"GeneralUser.lmmp",2024-02-21 16:01:14.995,"GeneralUser.lmmp",NA,"No","0",-90.424714569494,30.2770406163457
95,"5860caec-fa3c-4178-b71f-dc43d87ea17b",2024-02-21 12:08:00,"24","OtterTrawl","T13","OtterTrawlT13","2",9.79,456.5,0.28,372,7.67,48.6,57.9,NA,2024-02-21 16:01:15.539,"GeneralUser.lmmp",2024-02-21 16:01:15.539,"GeneralUser.lmmp",NA,"No","25",-90.4516115174673,30.2135401173881
96,"f1eafaf0-feb6-4d10-83be-b36c92c9f239",2024-02-21 12:59:00,"8","OtterTrawl","S13","OtterTrawlS13","2",9.99,480.5,0.29,392,7.53,45.8,57.8,NA,2024-02-21 16:01:16.045,"GeneralUser.lmmp",2024-02-21 16:01:16.045,"GeneralUser.lmmp",NA,"No","25",-90.4589808061698,30.2166008191067
97,"6d1a046b-ef01-40ed-94be-e3648735c28d",2024-02-21 14:11:00,"4","OtterTrawl","O13","OtterTrawlO13","2",10.04,503,0.31,413,7.69,39,57.7,NA,2024-02-21 16:01:16.563,"GeneralUser.lmmp",2024-02-21 16:01:16.563,"GeneralUser.lmmp",NA,"No","0",-90.4884509046522,30.233893203912
98,"21cc09e0-bbc8-421b-81e3-963a9e3064bc",2024-03-06 09:40:00,"4","OtterTrawl","K5","OtterTrawlK5","6",8.91,1188,0.69,892,6.77,20.05,64.1,"Fog",2024-03-06 15:36:24.882,"GeneralUser.lmmp",2024-03-06 15:36:24.882,"GeneralUser.lmmp",NA,"No","100",-90.4823098913146,30.3112917094224
99,"67fd9de2-5a61-4bc0-ace7-c22cc7e800e4",2024-03-06 10:47:00,"4","OtterTrawl","L21","OtterTrawlL21","4",9.57,569,0.32,421,7.07,53.12,65.4,NA,2024-03-06 15:36:25.251,"GeneralUser.lmmp",2024-03-06 15:36:25.251,"GeneralUser.lmmp",NA,"No","100",-90.5430689091332,30.1929800156489
100,"8840b176-a140-4001-b0d6-30fb02594208",2024-03-06 11:30:00,"6","OtterTrawl","G22","OtterTrawlG22","4",6.25,89.1,0.05,66,6.54,47.81,66.6,NA,2024-03-06 15:36:25.581,"GeneralUser.lmmp",2024-03-06 15:36:25.581,"GeneralUser.lmmp",NA,"No","0",-90.5837257979663,30.2066247448976
101,"f614bba5-f8f2-46f3-b34a-a0f5a771af25",2024-03-06 12:35:00,"6","OtterTrawl","J19","OtterTrawlJ19","4",10.12,479.9,0.25,338,7.44,62.86,69.6,NA,2024-03-06 15:36:25.852,"GeneralUser.lmmp",2024-03-06 15:36:25.852,"GeneralUser.lmmp",NA,"No","0",-90.5489215934822,30.2147749769084
102,"bcc9e7c3-9337-4083-8407-34a48b24ce8f",2024-03-06 13:10:00,"6","OtterTrawl","D16","OtterTrawlD16","5",8.44,391.1,0.22,316,6.92,28.84,68.4,NA,2024-03-06 15:36:26.12,"GeneralUser.lmmp",2024-03-06 15:36:26.12,"GeneralUser.lmmp",NA,"No","0",-90.5768760173042,30.2604679417865
103,"55137161-d4b4-4a57-b7c7-417eb8e98ad0",2024-03-06 13:50:00,"6","OtterTrawl","D13","OtterTrawlD13","5",8.99,547,0.29,393,7,27.05,67.3,NA,2024-03-06 15:36:26.489,"GeneralUser.lmmp",2024-03-06 15:36:26.489,"GeneralUser.lmmp",NA,"No","0",-90.563872177201,30.2818091302748
104,"060e53fe-60e9-429d-acca-db811c65311f",2024-03-12 08:54:00,"4","Dredge","J11","DredgeJ11","5",9.02,688,0.39,521,7,33.39,63.7,NA,2024-03-12 14:17:31.92,"GeneralUser.lmmp",2024-03-12 14:17:31.92,"GeneralUser.lmmp",NA,"No","0",-90.5150544961077,30.2708585470937
105,"e9110c29-3923-4032-89b6-9eae5617a079",2024-03-12 09:23:00,"4","Dredge","D13","DredgeD13","5",8.94,261.2,0.15,197,7.04,59.77,63.7,NA,2024-03-12 14:17:32.479,"GeneralUser.lmmp",2024-03-12 14:17:32.479,"GeneralUser.lmmp",NA,"No","0",-90.5658350400382,30.2826673210359
106,"8fe05f3a-b45f-4d78-81fd-20fbfa8f13a3",2024-03-12 09:50:00,"4","Dredge","I16","DredgeI16","5",9.46,474.1,0.27,358,7.18,60.3,63.8,NA,2024-03-12 14:17:32.921,"GeneralUser.lmmp",2024-03-12 14:17:32.921,"GeneralUser.lmmp",NA,"No","25",-90.5433928352716,30.2401512502906
107,"efeda102-8c91-4314-acea-9f23adc7ab65",2024-03-12 10:10:00,"4","Dredge","H20","DredgeH20","4",6.32,86.2,0.05,64,6.46,27.6,65.1,NA,2024-03-12 14:17:33.336,"GeneralUser.lmmp",2024-03-12 14:17:33.336,"GeneralUser.lmmp",NA,"No","25",-90.567879834747,30.2156269357018
108,"83fce095-fa5b-455c-ade4-553c7910a112",2024-03-12 10:30:00,"2","Dredge","I21","DredgeI21","4",6.22,81.3,0.04,60,6.39,29,65.3,NA,2024-03-12 14:17:33.766,"GeneralUser.lmmp",2024-03-12 14:17:33.766,"GeneralUser.lmmp",NA,"No","25",-90.5648239779376,30.2042580730419
109,"16ba6c68-0e19-421b-986f-2aade7aff4d3",2024-03-12 10:47:00,"1","Dredge","J23","DredgeJ23","4",7.1,146.9,0.08,108,6.7,23.19,66.3,NA,2024-03-12 14:17:34.206,"GeneralUser.lmmp",2024-03-12 14:17:34.206,"GeneralUser.lmmp",NA,"No","25",-90.566474601537,30.1858515845807
110,"e4d62185-b1b5-4527-8f70-fa39530b0c9e",2024-03-12 11:07:00,"4","Dredge","M22","DredgeM22","3",8.75,196.8,0.11,145,7.06,36.09,65.6,NA,2024-03-12 14:17:34.754,"GeneralUser.lmmp",2024-03-12 14:17:34.754,"GeneralUser.lmmp",NA,"No","25",-90.5407238305947,30.1800430295134
111,"4a33ac56-6b5e-4fcf-af24-ebade7914352",2024-03-12 11:29:00,"1.5","Dredge","O20","DredgeO20","3",8.41,138.3,0.07,103,6.94,32.62,64.7,NA,2024-03-12 14:17:35.129,"GeneralUser.lmmp",2024-03-12 14:17:35.129,"GeneralUser.lmmp",NA,"No","25",-90.5177655599853,30.1856951430095
112,"eafa07c9-1887-4456-aaaf-dc8542f53159",2024-03-12 11:51:00,"0.75","Dredge","Q19","DredgeQ19","3",8.73,197.1,0.11,146,7.03,41.99,64.8,NA,2024-03-12 14:17:35.597,"GeneralUser.lmmp",2024-03-12 14:17:35.597,"GeneralUser.lmmp",NA,"No","25",-90.4992096119035,30.1841875860252
113,"2f7186c7-dd9e-4e90-9522-81ec62207f7a",2024-03-11 08:40:00,"3","eDNA_Inshore","141IN","eDNA_Inshore141IN","1",8.61,718,0.41,545,6.84,19.5,63.5,NA,2024-03-13 12:02:04.64,"GeneralUser.lmmp",2024-03-13 12:02:04.64,"GeneralUser.lmmp",NA,"No","75",-90.4182670842423,30.2663849679464
114,"ab13e785-421d-47e1-8d12-6037e341cc7c",2024-03-11 09:17:00,"8","eDNA_Offshore","N8","eDNA_OffshoreN8","1",8.76,1055,0.61,797,6.82,19.49,63.8,NA,2024-03-13 12:02:05.032,"GeneralUser.lmmp",2024-03-13 12:02:05.032,"GeneralUser.lmmp",NA,"No","75",-90.4734042783758,30.2755871916902
115,"dd83f52c-8038-4dde-8256-29399cba407b",2024-03-11 09:56:00,"24","eDNA_Offshore","Q9","eDNA_OffshoreQ9","2",8.86,1138,0.66,860,6.93,17.94,63.8,NA,2024-03-13 12:02:05.44,"GeneralUser.lmmp",2024-03-13 12:02:05.44,"GeneralUser.lmmp",NA,"No","75",-90.4564058314799,30.2551297926924
116,"46041003-c23b-484b-ae34-c322f3316355",2024-03-11 10:11:00,"4","eDNA_Offshore","P11","eDNA_OffshoreP11","2",9.08,989,0.58,749,7.05,25.4,63.7,"NE wind",2024-03-13 12:02:05.763,"GeneralUser.lmmp",2024-03-13 12:02:05.763,"GeneralUser.lmmp",NA,"No","75",-90.4721864114736,30.2454795576368
117,"e976de10-4811-428b-8810-d56ffb003517",2024-03-11 10:38:00,"3","eDNA_Inshore","186IN","eDNA_Inshore186IN","2",7.78,915,0.53,687,6.82,21.48,64.6,"NE wind",2024-03-13 12:02:06.084,"GeneralUser.lmmp",2024-03-13 12:02:06.084,"GeneralUser.lmmp",NA,"No","75",-90.4341262315168,30.2250138909219
118,"2c4f3a77-bde0-4d1b-a47e-b3673ae6a80b",2024-03-11 10:52:00,"4","eDNA_Inshore","227IN","eDNA_Inshore227IN","3",8.77,697,0.4,526,7.12,38.72,63.8,NA,2024-03-13 12:02:06.387,"GeneralUser.lmmp",2024-03-13 12:02:06.387,"GeneralUser.lmmp",NA,"No","75",-90.4580338600278,30.191593794332
119,"1340ab8e-28ec-4810-a907-eed584bca0ba",2024-03-11 11:05:00,"4","eDNA_Offshore","P15","eDNA_OffshoreP15","3",8.75,241.7,0.13,182,7.11,49.35,64.2,NA,2024-03-13 12:02:06.706,"GeneralUser.lmmp",2024-03-13 12:02:06.706,"GeneralUser.lmmp",NA,"No","75",-90.497549736471,30.2031101452398
120,"1b0f797a-8d94-497a-baae-c68e2b8fe683",2024-03-11 11:22:00,"3","eDNA_Inshore","279IN","eDNA_Inshore279IN","3",8.39,532,0.3,406,6.87,65.65,63.4,NA,2024-03-13 12:02:07.002,"GeneralUser.lmmp",2024-03-13 12:02:07.002,"GeneralUser.lmmp",NA,"No","75",-90.5064635675749,30.1726512284434
121,"e12bee74-7c71-489b-83a9-026c1dd817e6",2024-03-11 11:47:00,"4","eDNA_Offshore","M22","eDNA_OffshoreM22","3",7.92,88.2,0.05,67,6.68,51.15,63.7,NA,2024-03-13 12:02:07.245,"GeneralUser.lmmp",2024-03-13 12:02:07.245,"GeneralUser.lmmp",NA,"No","75",-90.5407070462577,30.1797465493203
122,"5a6b3600-3e09-4632-ab76-be9cbad6d1f1",2024-03-11 12:03:00,"4","eDNA_Inshore","326IN","eDNA_Inshore326IN","4",4.35,390.9,0.22,294,6.67,25.08,64.1,NA,2024-03-13 12:02:07.523,"GeneralUser.lmmp",2024-03-13 12:02:07.523,"GeneralUser.lmmp",NA,"No","75",-90.5539152515423,30.1705532441606
123,"bdcc4703-c77a-44ea-8550-091360c22c6a",2024-03-11 12:19:00,"4","eDNA_Inshore","375IN","eDNA_Inshore375IN","4",6.09,357.8,0.2,278,6.68,40.42,62.6,NA,2024-03-13 12:02:07.819,"GeneralUser.lmmp",2024-03-13 12:02:07.819,"GeneralUser.lmmp",NA,"No","75",-90.5925564022386,30.1969846645927
124,"3b7bab67-958f-4aff-b6e4-b8a902e1f5bd",2024-03-11 12:50:00,"4","eDNA_Offshore","J18","eDNA_OffshoreJ18","4",8.58,232.4,0.13,175,6.86,64.89,64.1,NA,2024-03-13 12:02:08.093,"GeneralUser.lmmp",2024-03-13 12:02:08.093,"GeneralUser.lmmp",NA,"No","75",-90.5440560125983,30.222525652146
125,"c071e84f-b723-44e2-8174-33681d8641bf",2024-03-11 13:06:00,"4","eDNA_Inshore","420IN","eDNA_Inshore420IN","4",6.65,123.5,0.07,92,6.63,39.72,65,NA,2024-03-13 12:02:08.344,"GeneralUser.lmmp",2024-03-13 12:02:08.344,"GeneralUser.lmmp",NA,"No","75",-90.5710048666812,30.2249773237403
126,"811caf06-d45e-4bf7-8779-f20e301ec80b",2024-03-11 13:24:00,"4","eDNA_Offshore","E18","eDNA_OffshoreE18","4",8.55,220,0.11,161,6.85,52.07,65,NA,2024-03-13 12:02:08.631,"GeneralUser.lmmp",2024-03-13 12:02:08.631,"GeneralUser.lmmp",NA,"No","75",-90.5804914921924,30.2428483625205
127,"b931b419-85b9-4d12-b1c4-b340a26aea9f",2024-03-11 13:48:00,"4","eDNA_Offshore","H15","eDNA_OffshoreH15","5",9.28,491.1,0.28,370,7.16,59.97,64.6,NA,2024-03-13 12:02:09.1,"GeneralUser.lmmp",2024-03-13 12:02:09.1,"GeneralUser.lmmp",NA,"No","50",-90.5458484995644,30.2515274404098
128,"b7ab1302-2ce2-4753-bcbf-acc19c96afe3",2024-03-11 14:05:00,"4","eDNA_Inshore","461IN","eDNA_Inshore461IN","5",9.4,283,0.16,209,7.15,74.05,65.4,NA,2024-03-13 12:02:09.356,"GeneralUser.lmmp",2024-03-13 12:02:09.356,"GeneralUser.lmmp",NA,"No","50",-90.5814686098329,30.261577680907
129,"59897379-ef21-4092-a4dc-0ac6698ccd46",2024-03-11 14:20:00,"4","eDNA_Offshore","D14","eDNA_OffshoreD14","5",8.59,260,0.14,194,6.95,54.04,65.1,NA,2024-03-13 12:02:09.673,"GeneralUser.lmmp",2024-03-13 12:02:09.673,"GeneralUser.lmmp",NA,"No","50",-90.5697412281033,30.2755248682386
130,"eab9bc4f-de40-4b10-abf6-a27e88f8e2e9",2024-03-11 14:39:00,"4","eDNA_Inshore","507IN","eDNA_Inshore507IN","6",3.9,82.4,0.04,60,6.14,23,67.3,NA,2024-03-13 12:02:10.052,"GeneralUser.lmmp",2024-03-13 12:02:10.052,"GeneralUser.lmmp",NA,"No","25",-90.5573584007189,30.2999102044415
131,"edc9f94b-488f-44e3-bb8b-d376b8fa4990",2024-03-11 14:59:00,"4","eDNA_Offshore","K7","eDNA_OffshoreK7","6",9.11,1005,0.57,747,6.98,19.74,65.2,NA,2024-03-13 12:02:10.354,"GeneralUser.lmmp",2024-03-13 12:02:10.354,"GeneralUser.lmmp",NA,"No","25",-90.4901946161602,30.2954842966798
132,"be982a2e-546d-4019-af6d-991a8196cec8",2024-03-13 09:02:00,"4","eDNA_Inshore","96IN","eDNA_Inshore96IN","1",7.31,967,0.55,716,6.51,15.8,65.6,"Wind from east, possible crab trap",2024-03-13 12:02:10.642,"GeneralUser.lmmp",2024-03-13 12:02:10.642,"GeneralUser.lmmp",NA,"No","75",-90.4211364780672,30.2943260658689
133,"6654c7a8-ea88-4fab-9f59-a20730150684",2024-03-13 09:22:00,"4","eDNA_Inshore","48IN","eDNA_Inshore48IN","1",7.38,715,0.39,522,6.55,16.05,66.6,NA,2024-03-13 12:02:10.929,"GeneralUser.lmmp",2024-03-13 12:02:10.929,"GeneralUser.lmmp",NA,"No","75",-90.433475880923,30.3226060428385
134,"6b05288a-492d-4148-9094-a90962a817db",2024-03-13 09:35:00,"4","eDNA_Offshore","M3","eDNA_OffshoreM3","1",8.75,948,0.54,704,6.88,16.61,65.2,NA,2024-03-13 12:02:11.404,"GeneralUser.lmmp",2024-03-13 12:02:11.404,"GeneralUser.lmmp",NA,"No","100",-90.4594136152731,30.3152482727313
135,"362df014-6d9a-4d5a-af5a-daa9ebd60b01",2024-03-13 09:50:00,"4","eDNA_Offshore","J3","eDNA_OffshoreJ3","6",6.87,384,0.21,285,6.39,79.36,65.7,NA,2024-03-13 12:02:12.017,"GeneralUser.lmmp",2024-03-13 12:02:12.017,"GeneralUser.lmmp",NA,"No","100",-90.4802440743155,30.3276890236478
136,"aad301cc-c1c6-40b8-ba30-858adc4a7359",2024-03-13 10:05:00,"3","eDNA_Inshore","553IN","eDNA_Inshore553IN","6",7.76,284.9,0.15,206,6.72,29.71,67.3,NA,2024-03-13 12:02:12.426,"GeneralUser.lmmp",2024-03-13 12:02:12.426,"GeneralUser.lmmp",NA,"No","100",-90.5188925092882,30.3234989439952
137,"2eaae029-0c73-4e9a-92b0-e96b4216e137",2024-03-19 09:37:00,"4","Dredge","P2","DredgeP2","1",7.63,555,0.32,418,6.56,20.26,64.6,NA,2024-03-19 16:16:16.44,"GeneralUser.lmmp",2024-03-19 16:16:16.44,"GeneralUser.lmmp",NA,"No","0",-90.433296279533,30.3095486284513
138,"f78ac39c-6bca-4e32-9e60-e4f885c6020c",2024-03-19 10:01:00,"4","Dredge","P6","DredgeP6","1",8.69,658,0.37,491,6.61,21.4,64.8,NA,2024-03-19 16:16:17.007,"GeneralUser.lmmp",2024-03-19 16:16:17.007,"GeneralUser.lmmp",NA,"No","0",-90.4505510674231,30.2807621548587
139,"1fb16f45-7d7f-4856-a19d-33a777b76f4d",2024-03-19 10:23:00,"4","Dredge","M8","DredgeM8","1",8.93,948,0.54,709,6.8,26.45,64.6,NA,2024-03-19 16:16:17.452,"GeneralUser.lmmp",2024-03-19 16:16:17.452,"GeneralUser.lmmp",NA,"No","0",-90.4803091557802,30.2796383939256
140,"e77edadd-bf2c-4d97-8929-b496e18750e1",2024-03-19 10:42:00,"4","Dredge","L6","DredgeL6","6",8.89,767,0.43,571,6.94,23.98,65,NA,2024-03-19 16:16:17.953,"GeneralUser.lmmp",2024-03-19 16:16:17.953,"GeneralUser.lmmp",NA,"No","0",-90.4790092743189,30.2984655619362
141,"942a560c-3449-456a-9c09-f8e2b07619ed",2024-03-19 11:01:00,"4","Dredge","I8","DredgeI8","6",9.16,547,0.31,409,7.16,31.39,64.6,NA,2024-03-19 16:16:18.408,"GeneralUser.lmmp",2024-03-19 16:16:18.408,"GeneralUser.lmmp",NA,"No","0",-90.5093241074482,30.296645628031
142,"0303f880-bb1c-4d49-9419-5e7282a34e68",2024-03-19 11:17:00,"2","Dredge","J9","DredgeJ9","6",9.08,715,0.4,533,6.95,34.74,64.8,NA,2024-03-19 16:16:18.861,"GeneralUser.lmmp",2024-03-19 16:16:18.861,"GeneralUser.lmmp",NA,"No","0",-90.5061505413692,30.2854564504843
143,"5e262577-24f2-4b77-940e-1835ff843cf9",2024-03-19 11:52:00,"4","Dredge","O13","DredgeO13","2",9.22,703,0.4,527,7.08,58.74,64.4,NA,2024-03-19 16:16:19.161,"GeneralUser.lmmp",2024-03-19 16:16:19.161,"GeneralUser.lmmp",NA,"No","0",-90.4876588120439,30.2354025950191
144,"c58b2bb3-cea9-42e0-823b-3103ddf3218b",2024-03-19 12:14:00,"4","Dredge","T13","DredgeT13","2",9.22,575,0.32,432,7.16,65.41,64.3,NA,2024-03-19 16:16:19.498,"GeneralUser.lmmp",2024-03-19 16:16:19.498,"GeneralUser.lmmp",NA,"No","0",-90.4520871270797,30.2137241804473
145,"8f5ff4db-610d-49aa-bd82-1f506b606602",2024-03-19 12:32:00,"4","Dredge","S10","DredgeS10","2",9.1,656,0.37,485,7.07,47.61,65.8,NA,2024-03-19 16:16:19.889,"GeneralUser.lmmp",2024-03-19 16:16:19.889,"GeneralUser.lmmp",NA,"No","25",-90.4462051513884,30.2395549732366
146,"d2d6f1f6-6e29-4072-808a-126263539fb5",2024-03-20 09:21:00,"6","OtterTrawl","S18","OtterTrawlS18","3",8.89,427.3,0.24,328,7.12,66.16,62.5,NA,2024-03-20 14:42:29.321,"GeneralUser.lmmp",2024-03-20 14:42:29.321,"GeneralUser.lmmp",NA,"No","50",-90.4836690888246,30.1856454832163
147,"45540545-71eb-46b2-a61e-625a7dce3a00",2024-03-20 10:04:00,"6","OtterTrawl","P21","OtterTrawlP21","3",9.01,390.6,0.23,302,7.16,62.95,61.9,NA,2024-03-20 14:42:29.606,"GeneralUser.lmmp",2024-03-20 14:42:29.606,"GeneralUser.lmmp",NA,"No","100",-90.5156434615146,30.1777572935484
148,"b8e93692-d684-4462-b2c5-faae546fb3e1",2024-03-20 10:35:00,"4","OtterTrawl","P18","OtterTrawlP18","3",9.16,339.2,0.19,260,7.12,63.81,62.8,NA,2024-03-20 14:42:30.029,"GeneralUser.lmmp",2024-03-20 14:42:30.029,"GeneralUser.lmmp",NA,"No","100",-90.5022032075847,30.1935975895596
149,"d4f6c791-dcf2-4285-be28-dce687b7cd8d",2024-03-20 11:32:00,"4","OtterTrawl","J11","OtterTrawlJ11","5",9.16,607,0.35,458,7.08,50.33,63.9,NA,2024-03-20 14:42:30.289,"GeneralUser.lmmp",2024-03-20 14:42:30.289,"GeneralUser.lmmp",NA,"No","100",-90.515564898451,30.2718422032442
150,"ea4eff3f-22e0-48d9-a83d-8f578b6931bd",2024-03-20 11:56:00,"4","OtterTrawl","I9","OtterTrawlI9","6",9.6,458,0.26,344,7.24,41.75,64.5,NA,2024-03-20 14:42:30.65,"GeneralUser.lmmp",2024-03-20 14:42:30.65,"GeneralUser.lmmp",NA,"No","100",-90.5153290332329,30.2915122332215
